article,category,href,image,introduce,keywords,source,time,title
none,体育,http://new.qq.com/cmsn/20180729/SPO2018072901238400,http://inews.gtimg.com/newsapp_ls/0/4587485510_870492/0,重温贝氏弧线 小贝曼联时期十大任意球破门,,腾讯体育,2018/7/29 12:15,重温贝氏弧线 小贝曼联时期十大任意球破门
none,体育,http://new.qq.com/cmsn/20180729/SPO2018072901237500,http://inews.gtimg.com/newsapp_ls/0/4587467415_870492/0,哈梅斯十大精彩表现 完美弧线攻破药厂大门,,腾讯体育,2018/7/29 12:13,哈梅斯十大精彩表现 完美弧线攻破药厂大门
none,体育,http://new.qq.com/cmsn/20180729/SPO2018072901236900,http://inews.gtimg.com/newsapp_ls/0/4587451470_870492/0,34岁加盟阿森纳 回顾门将莱曼英超神勇表现,,腾讯体育,2018/7/29 12:12,34岁加盟阿森纳 回顾门将莱曼英超神勇表现
none,体育,http://new.qq.com/cmsn/20180729/SPO2018072901231400,http://inews.gtimg.com/newsapp_ls/0/4587393007_870492/0,最水世界杯金靴？重温凯恩世界杯6粒进球,,腾讯体育,2018/7/29 12:07,最水世界杯金靴？重温凯恩世界杯6粒进球
none,体育,http://new.qq.com/cmsn/20180729/SPO2018072901229700,http://inews.gtimg.com/newsapp_ls/0/4587379370_870492/0,曼联的绝代双骄！C罗鲁尼组合撕碎一切防线,,腾讯体育,2018/7/29 12:06,曼联的绝代双骄！C罗鲁尼组合撕碎一切防线
none,汽车,http://new.qq.com/omn/20180729/20180729A0C4N6.html,http://inews.gtimg.com/newsapp_ls/0/4585775541_197130/0,随着生活质量的提高，人们对汽车配置的要求也越来越高，特别是在舒适性方面。毕竟，许多新手或者年长些的驾驶员面对复杂的路况，往往会出现手忙脚乱的情况，所以一些辅助设施也是非常必要的。ACC全速自适应巡航可以说还是一件新鲜配置，它的诞生能让驾驶员释放右脚，减缓因市区频繁启停和长途行驶造成的疲倦感，同时也提高...,自适应巡航;ACC;博瑞ge;自动驾驶,有车以后,2018/7/29 9:33,跑长途福音！这几台车跑高速可“解放”右脚，关键都不贵
none,汽车,http://new.qq.com/omn/20180729/20180729A0BXBR.html,http://inews.gtimg.com/newsapp_ls/0/4586092532_197130/0,砖叔情报站，每周车闻不间断。近期，砖叔从各种渠道收集了新车“情报”，其中既有纯电动SUV，又有凶猛强悍的超跑。话不多说，大家先目睹为快吧！砖叔点评：早前，云度π3 Pro已开启预售，售价为11.2万元。外观方面，新车相比云度π3并没有明显变化，前脸依旧采用大胆的设计风格，“π”字型元素凸显品牌特征。内饰造型比较...,砖叔;兰博基尼aventador;SUV,有车以后,2018/7/29 9:28,最新情报！接下来又有一大波NB的新车要上市
none,汽车,http://new.qq.com/omn/20180728/20180728A0GPU8.html,http://inews.gtimg.com/newsapp_ls/0/4576228764_197130/0,什么叫逆袭？这就是逆袭！作为国产汽车当中的典范，众泰汽车一直受到许多人的欢迎。逆袭，这就叫神奇般地屌丝逆袭。从上市就被扁再到月销量6000+。众泰汽车以他的执着和实力向我们证明——越努力越幸运。它就是我们今天要说的主角：众泰T500。单从设计方面来说，它似乎已经摆脱了模仿，转为自主。他继承了众泰汽车产品丰富...,众泰t500;众泰汽车,老司机快上车,2018/7/28 10:30,从上市被扁到完成月销量6000+，这款车成功完成“屌丝逆袭”
none,汽车,http://new.qq.com/omn/20180729/20180729A0GNZE.html,http://inews.gtimg.com/newsapp_ls/0/4586716891_197130/0,说到现如今主流的中型SUV就是像汉兰达、锐界、柯迪亚克、途观L、传祺GS8、标致5008等车型，最近一段时间，由于二胎政策的原因，合资品牌和自主品牌都纷纷出中型SUV和MPV车型，如今自主品牌相对于合资品牌曝光更多一些，近日，全新黑马中型SUV上市，就是来自欧尚汽车“云鹰标”旗下首款车型COS 1°中文名：科赛1 °，下面我...,中型SUV;自主品牌,老栾说车,2018/7/29 11:02,全新黑马中型SUV，外观比汉兰达霸气，仅12万起售，要卖疯
none,汽车,http://new.qq.com/omn/20180729/20180729A0655G.html,http://inews.gtimg.com/newsapp_ls/0/4584612595_197130/0,盘点中国高铁动车新科技：刷手机刷脸进站 有WiFi还能点外卖,中国高铁;WiFi;新干线;外卖;动车,数码巴哥菌,2018/7/29 7:00,盘点中国高铁动车新科技：刷手机刷脸进站 有WiFi还能点外卖
none,汽车,http://new.qq.com/omn/20180729/20180729A03XK1.html,http://inews.gtimg.com/newsapp_ls/0/4585289325_870492/0,支持工商银行、微信、支付宝及京东四渠道；单程票使用量下降超15%  新京报讯 （记者裴剑飞）今天起，扫二维码乘地铁可通过微信支付。记者了解到，为提供更便利的地铁出行服务，今后还将支持所有传统银行和第三方支付方式。  截至目前，全网二维码乘地铁服务在北京已正式推行3个月。记者昨日从北京市交通委获悉，二维码乘车...,支付;微信;易通行,新京报,2018/7/29 3:00,扫二维码乘地铁今起可微信支付
none,汽车,http://new.qq.com/omn/20180727/20180727A1CBYP.html,http://inews.gtimg.com/newsapp_ls/0/4564392011_197130/0,近日，郑爽深夜约会神秘男子，被网友们一度认为是前任胡彦斌。但眼尖的网友们发现好像并不是旧爱胡彦斌，更像是新恋情呢？郑爽新男友郑爽与张恒昔日同框照有爆料者称，郑爽的新男友正是节目《这就是铁甲》的赛事总监张恒。有媒体就此事求证郑爽的妈妈，对方暂未回应。此前男星马天宇多次表达了对郑爽的喜爱，没想到啊，男友...,郑爽;房车;胡彦斌;奔驰;张恒,汽车可劲儿说,2018/7/27 17:33,郑爽新恋情曝光男友竟是他！没想到的还有她的粉色豪车和家庭房车
none,汽车,http://new.qq.com/omn/20180724/20180724A11AGM.html,http://inews.gtimg.com/newsapp_ls/0/4585116283_197130/0,她和赵薇是同窗，却为慈善放弃演艺事业，卖百万豪车去盖学校！,赵薇;孔维;黄晓明,玩车一号,2018/7/29 8:05,她和赵薇是同窗，却为慈善放弃演艺事业，卖百万豪车去盖学校！
none,汽车,http://new.qq.com/omn/20180728/20180728A1LBI8.html,http://inews.gtimg.com/newsapp_ls/0/4584921221_197130/0,10万以下：长安凌轩很多人就说了，为什么不推荐宝骏730呢，很简单，因为买730的人太多了，出门就能遇到，大家对它也是了如指掌，所以本文推荐长安凌轩。作为一台MPV，10万以下的售价，凌轩有着不输宝骏730的外观，前脸和侧面线条都很时尚，浑身透着一股锐利感，内饰上没有用过多的镀铬装饰，深色内饰看起来质感不错。这里建...,长安凌轩;宝骏730;宝骏310w;旅行车;杰德,SUV大师,2018/7/28 22:08,想要能装能拉还能跑？不妨看看这几款
none,汽车,http://new.qq.com/omn/20180727/20180727A0WY82.html,http://inews.gtimg.com/newsapp_ls/0/4561829192_870492/0,"中新网7月27日电 据市场监管总局网站消息，日前，长安福特汽车有限公司根据《缺陷汽车产品召回管理条例》和《缺陷汽车产品召回管理条例实施办法》的要求，向国家市场监督管理总局备案了召回计划，决定自2018年8月20日起，召回2007年2月7日至2016年2月29日期间生产的部分蒙迪欧致胜汽车，共计337,053辆。本次召回范围内车辆...",长安福特;蒙迪欧;安全气囊;致胜;高田公司;福特,中国新闻网,2018/7/27 14:22,长安福特召回部分蒙迪欧致胜汽车 涉337053辆
none,汽车,http://new.qq.com/cmsn/20180729/20180729000080.html,http://inews.gtimg.com/newsapp_ls/0/4584839229_197130/0,日前，长安汽车官方正式发布了一组长安CS55蓝动版车型官图。据了解，新车将搭载一套48V微混系统，从而实现自动启停、加速辅助等功能，并融入动能回收等技术以进一步提高燃油经济性。此外，新车将于9月正式上市销售。外观方面，新车整体沿用了现款车型的设计风格，仅在细节方面进行了调整。例如，新车前格栅内部采用了全新,长安cs55;长安汽车,汽车之家,2018/7/29 0:10,将于9月上市 长安CS55蓝动版官图发布
none,汽车,http://new.qq.com/omn/20180728/20180728A0IM0G.html,http://inews.gtimg.com/newsapp_ls/0/4586720227_197130/0,曾经一夜成名后又惨遭封杀！一人在娱乐圈打拼十多年，开奔驰回归后身价不菲！张含韵是中国内地流行女歌手、影视女演员。在2004年的时候，张含韵因为参加了湖南卫视的选秀节目《超级女声》而出道。之后便进入了演艺圈，早2005年的时候推出了个人的首张专辑《我很张含韵》。还出演了电视剧《浪击天涯》之后便开始了自己的演绎...,张含韵;赵丽颖;奔驰;演艺圈,汽车小小记录仪,2018/7/29 11:01,一夜成名后又惨遭封杀！一人打拼十多年，开奔驰回归后身价不菲！
none,汽车,http://new.qq.com/omn/20180728/20180728A1LVPW.html,http://inews.gtimg.com/newsapp_ls/0/4581384281_196130/0,现在年轻人的工作压力越来越大，基本上一个人要抚养四个老人，家庭的重担和工作的压力让男人感觉到很累，很憋屈。所以在买车的时候都想去选择更加硬汉的越野车，开着出去放飞自己、激情一下。在国内硬汉越野车不在少数，比如奔驰大G、jeep牧马人、丰田普拉多等等。Jeep但是今天小姐姐为大家分享的是一款比较硬汉的越野车，...,越野车;牧马人;丰田普拉多,松鼠说车,2018/7/28 22:20,黑色牧马人又火了！外观比路虎还要帅，借钱也要来一辆
none,汽车,http://new.qq.com/omn/20180728/20180728A0PTXM.html,http://inews.gtimg.com/newsapp_ls/0/4575822183_197130/0,日常开车中大家会发现，不是车型技术问题，甚至你和别都开同一款车同一配置，开车环境也都大同小异，但为什么别人开车就比你开车综合油耗低？为了解答这个疑问，教授这次就讲解几个不起眼的省油技巧，让你以后开车比别人省油！先从开车前的准备工作说起吧。我们开车，无非就是为了用最少的时间顺利抵达目的地，加上目前手机...,油门;自动档,玩车教授,2018/7/28 12:52,隔壁老王开的车跟你一样，为何他就能比你的省油？
none,汽车,http://new.qq.com/omn/20180729/20180729A095ZJ.html,http://inews.gtimg.com/newsapp_ls/0/4585101761_870492/0,暑假期间，很多家长带着孩子出行游玩，也一定遇到过在高速堵车的情况。如果拥堵较严重，小孩晕车呕吐，作为父母，你如何正确应对？7月21日下午6点22分左右，交警在高速巡查时，发现1名男童独自在应急车道步行，这可把民警吓了一大跳。上周末天气良好，巽寮湾游客火爆，路上本就车多，再加上轻微交通事故，7月21日中午开始，...,应急车道;堵车,南方都市报,2018/7/29 8:12,民警吓一跳！小孩广惠高速应急车道溜达 称前面后面都有哥哥 
none,汽车,http://new.qq.com/omn/20180729/20180729A08DUO.html,http://inews.gtimg.com/newsapp_ls/0/4584954996_870492/0,又一起悲剧！美国一名三个月大的婴儿被母亲遗忘在车里，当母亲打开车门闻到味道时，才发现孩子在后座上，已被活活热死了。据英国《镜报》报道，周一，不幸的艾登·米勒（Aiden Miller）被发现死在汽车后座上，他才三个月大。艾登的父亲说，艾登的母亲直到闻到她车里的气味时才意识到她的致命错误。婴儿随后被送往医院，但医...,婴儿;医院;美国;医生;路易斯维尔;肯塔基州;奥尔巴尼;警方;逮捕,封面新闻,2018/7/29 7:53,三个月大婴儿被遗忘在车里 母亲闻到味道才发现孩子已被热死
none,汽车,http://new.qq.com/omn/20180728/20180728A1IJRC.html,http://inews.gtimg.com/newsapp_ls/0/4580694633_870492/0,近日，湖北武汉一辆轿车违停高速应急车道被民警发现。27日，湖北省公安厅高速公路警察总队一支队江夏大队秩序管理中队民警池明告诉澎湃新闻（www.thepaper.cn），服务区内无信号，司机沈女士为了让孩子能连网上在线英语课，将车违停未摆放安全警示标志，对其罚款200元。视频显示，一辆黑色小轿车停在应急车道上，车内共四人...,英语;应急车道;生命第一,澎湃新闻,2018/7/28 21:09,司机违停高速路让孩子上英语网课 民警：生命第一 其次学习
none,汽车,http://new.qq.com/omn/20180729/20180729A0BS6K.html,http://inews.gtimg.com/newsapp_ls/0/4586105272_870492/0,"盖世汽车讯 据外媒报道，据起亚汽车官员称，公司首次押注印度市场，将推出一款中型SUV，并计划自2019年下半年起，三年内推5款车型。在韩国，起亚汽车是仅次于现代汽车的第二大汽车制造商，占有30%的市场份额。起亚投资11亿美元在印度安得拉邦建设生产工厂，工厂占地600英亩，将于2019年下半年全面投产，并将直接雇佣3,000名...",印度;起亚汽车;起亚;现代汽车;汽车制造商,盖世汽车资讯,2018/7/29 9:25,大手笔砸向印度市场 起亚计划在印度3年内跻身前五
none,汽车,http://new.qq.com/omn/20180729/20180729A02KX4.html,http://inews.gtimg.com/newsapp_ls/0/4585324804_197130/0,双车战略是中国汽车市场里比较特殊的存在，例如广本和东本，广丰和一丰，在引入同款车型后，进行各自销售，这种做法大大地刺激了品牌的内部竞争，同时，在产品上也呈现出不一样的选择，例如广本的缤智、东本的XR-V，又或者是广丰的雷凌和一丰的卡罗拉，都是由同款车型延伸而出的。但一直以来，有很多人都比较纠结，在这种双...,一汽丰田;广本;卡罗拉;广丰;雷凌;广汽丰田,柯基说车,2018/7/29 8:33,国内有两田，广汽丰田和一汽丰田到底有什么区别
none,汽车,http://new.qq.com/omn/20180727/20180727A1E0SB.html,http://inews.gtimg.com/newsapp_ls/0/4576611493_197130/0,咱们国内被称作三剑客的日本车子除了凯美瑞和雅阁之外还有天籁。前两者已经推出了各自的新车，最后推出的全新的天籁实力超过前两者。不论是售价还是性能都胜过他们，可以说这三款车子在这一次决出胜负的可能性极大。什么样的车子前脸最性感？或许这款天籁就是最好的写照。凹槽的银边进气格栅顶部连着左右的大车灯组，不用多...,雅阁;凯美瑞;天籁,汽车小涛,2018/7/27 18:14,雅阁凯美瑞的危机来了，全新天籁颜值完胜A4，仅售16万
none,汽车,http://new.qq.com/omn/20180729/20180729A0F9MS.html,http://inews.gtimg.com/newsapp_ls/0/4586736128_197130/0,“雅阁”终于顶不住了，部分地区直降1万，凯美瑞彻底放心了！,雅阁;凯美瑞,魏小花,2018/7/29 10:34,“雅阁”终于顶不住了，部分地区直降1万，凯美瑞彻底放心了！
none,汽车,http://new.qq.com/omn/20180728/20180728A1IJVY.html,http://inews.gtimg.com/newsapp_ls/0/4584948945_197130/0,说起法系汽车雪铁龙，在国内市场只能算是二线产物和我们见面，虽然从配置以及性价比分析，比起德系以及日系车型更占优势，但销量并没有什么起色，小众成为了自身的主旋律，而在高端阵营中，定位于中级车的C6更是厚道之作，无论是档次还是逼格都完胜迈腾，帕萨特，只是销量依旧是自身很大的难题。于这款C6来说，当年称得上是...,雪铁龙;宝马;雪铁龙C6;中级车;性价比,车品,2018/7/28 21:10,当年敢卖60万！不把宝马放眼里，如今跌至17万却遭人唾弃
none,汽车,http://new.qq.com/omn/20180727/20180727A1QCST.html,http://inews.gtimg.com/newsapp_ls/0/4576346184_197130/0,年初入手MKC17款尊享版，目前开了近2000km，和车友们简单分享一下选车提车的历程。家里两部车都是轿车，遇到偶尔要开开烂路或是和朋友出去撒个野的时候难免有点捉襟见肘，就动了换辆SUV的念头，七座的感觉第三排用处不大，坐人只能应急，还不如买个MPV（个人观点哈），就把目光锁定在五座中型SUV上了，选车的过程中看了很多...,选车;4S店,爱卡汽车,2018/7/27 20:13,进口品质，配置相当高，格调堪比BBA，售价吓人一跳！
none,汽车,http://new.qq.com/omn/20180728/20180728A1JQA5.html,http://inews.gtimg.com/newsapp_ls/0/4584938996_197130/0,随着购车群体的年轻化，现在的新车设计也都开始变得更加强调运动感，而且不仅是家用级的紧凑级轿车，就连中级轿车也都开始走运动化路线了。比如刚刚完成换代的新一代凯美瑞和雅阁，外观都变得个性运动，对于这个的改变普遍认为会不适应市场，特别是新一代雅阁，在上市前被认为是失败的改款，由于外观太过于个性，就像是加大...,新一代雅阁;雅阁;新雅阁;凯美瑞;新思域;思域,张铁绵,2018/7/28 21:34,刚上市时被骂惨，如今一月狂甩1.4万多，连帕萨特都怕了
none,汽车,http://new.qq.com/omn/20180729/20180729A04EQW.html,http://inews.gtimg.com/newsapp_ls/0/4583598597_196130/0,昨天，车舆君收到这样一条私信，小周是某二线城市的普通白领，前段时间家里出钱刚刚买了一辆某品牌轿车作为他上下班的交通工。本来挺开心一件事，结果同事看到后，成天蹭车，这让他非常不爽，并且发生了以下对话。小周告诉车舆君，本身他是一个比较热心的人，也不是真的计较油钱，但是这位同事特别的“随意”，在自己的车上...,小周,车与舆,2018/7/29 3:48,女同事天天蹭车回家，车主提议分摊油钱遭拒绝！
none,汽车,http://new.qq.com/omn/20180728/20180728A1MIKT.html,http://inews.gtimg.com/newsapp_ls/0/4586939060_197130/0,相信只要是跑过高速的朋友都能够感觉到高速路带来的便利，在市区里面我们无法自由的奔驰，只能在高速上面撒野，不过因为有最高时速的限制导致我们很多朋友无法毫无顾忌的加速，一旦超速行驶被抓拍到的话是会受到严重惩罚的，所以说在国内虽然说高速很多，并且很方便，但是速度却不能毫无顾忌。但是当下国内终于要开通第一条...,限速;全长,九零后买车,2018/7/28 22:34,中国也有不限速的超级高速了！全长161公里，你敢开多快？
none,汽车,http://new.qq.com/omn/20180729/20180729B019I7.html,http://inews.gtimg.com/newsapp_ls/0/4586935828_197130/0,日前，浙江交通局提出了一个“超级高速公路”的概念，计划在2021年于杭州到宁波之间设立一条突破限速120的“超级高速公路”。而具体限速多少目前网上众说纷纭，具体的还有好一段时间也就暂未敲定。不过可以……,限速;德国,车早茶,2018/7/29 0:02,中国离开放无限速高速还有多远？
none,汽车,http://new.qq.com/omn/20180729/20180729A0CFHN.html,http://inews.gtimg.com/newsapp_ls/0/4586082222_197130/0,在推出量产性能车“N”品牌之后，现代汽车近日在欧洲展示了一组基于两厢性能车i30 N打造而来的运动版车型——现代i30 N Line的官方图片，该车在外观套件以及内饰设计上有了更加运动化的风格倾向，同时在车辆底盘悬架和动力操控上有了进一步升级。造型上来看，现代i30 N Line与i30 N基本保持一致，同样是标准的家族脸，六边...,现代i30;性能车;Line;底盘;现代,有车以后,2018/7/29 9:39,1.4T+8挡双离合，15万内又一拉风、好开的小车面世
none,汽车,http://new.qq.com/cmsn/20180729/20180729000102.html,http://inews.gtimg.com/newsapp_ls/0/4584838870_870492/0,近日，网络上曝光了一段现代i30NFastback伪装车的视频。新车采用溜背式造型设计，搭载2.0T涡轮增压发动机，并有可能将于2018巴黎车展上正式发布。外观设计方面，i30NFastback将与i30两厢版非常相似，两者之间最大的差异在于尾部的设计。i30FastbackN为溜背式设计，并在车尾装有扰流板。i30NFastback还装备了红色刹车卡钳，,现代i30;fastback;i30;车展;现代,易车,2018/7/29 0:15,现代i30 N Fastback或巴黎车展发布 采用溜背设计
none,汽车,http://new.qq.com/omn/20180728/20180728A1LU25.html,http://inews.gtimg.com/newsapp_ls/0/4584829637_197130/0,日常生活中，脸脏了要洗，但对于有车一族来说，车脏了，也一定要洗，不然真的没法看，但是有车一族还面临着这样一个问题，那就是在空气污染问题还没有解决的当下，早上洗完车，下午车身就又脏了，我们总不能一天洗几次车，而且动辄一次洗车费20元的费用虽然不多，但是洗车次数多了，谁都肉疼，富豪也不例外。近日，四川成都...,洗车;路虎;有车一族;爱车;车漆;四川,侃车斯基,2018/7/29 0:49,路虎车主免费洗车一次，最后损失上百万，这样洗车的要小心了
none,汽车,http://new.qq.com/omn/20180729/20180729A0HUDA.html,http://inews.gtimg.com/newsapp_ls/0/4586870950_870492/0,陕西电视台“第一新闻”前两天，西安沣惠南路上多辆警务用车被交警“贴条”，引起了路过市民的围观拍照。有人点赞，有人产生了疑问，到底怎么回事？根据网友反映，7月26号下午6点左右，西安交警高新大队的民警在巡查中，发现沣惠南路上西安特警支队门口的部分车辆存在违停的情况，其中一些车辆是警务用车，上面印有“公安”...,西安;贴条;特警;停车位,澎湃新闻,2018/7/29 11:20,西安街头多辆警车被“贴条”，大家最关心的却是……
none,汽车,http://new.qq.com/omn/20180729/20180729A0GGDJ.html,http://inews.gtimg.com/newsapp_ls/0/4586722285_197130/0,说到车牌，很多人都知道四连号、五连号车牌一般都挂在百万豪车上，但是有时候一辆面包车上也会出现连号车牌，例如这辆五菱宏光。最近，广东偶遇一辆五菱宏光，本不会太注意，但是车牌数字实在太吸睛！据悉，该款面包车是五菱宏光基本型，国内售价在4万多，落地5万不到，保险费用1000多元，搭载一台1.2L L4自然吸气发动机，...,五菱宏光;车牌;广东;五菱;面包车,金姐谈车,2018/7/29 10:57,广东偶遇一辆五菱宏光，本不会太注意，但是车牌数字实在太吸睛！
none,汽车,http://new.qq.com/omn/20180729/20180729A0A7WF.html,http://inews.gtimg.com/newsapp_ls/0/4586782261_870492/0,明星座驾：鹿晗的玛莎拉蒂，吴亦凡的法拉利，都不及他的座驾拉风鹿晗的座驾可以说是最豪气的了，玛莎拉蒂GT，顶配，国内裸车售价约288万，如果加上购置税和各种费用上路约300万左右。鹿晗曾坦言，自己喜欢跑车，所以这个价格对他来说简直是小意思。吴亦凡座驾，雷克萨斯 吴亦凡拥有很多豪车，其中最吸睛的就是法拉利F430。...,吴亦凡;鹿晗;张翰;座驾;玛莎拉蒂;法拉利,汽修大卡,2018/7/29 8:49,明星座驾：鹿晗的玛莎拉蒂，吴亦凡的法拉利，都不及他的座驾拉风
none,汽车,http://new.qq.com/omn/20180729/20180729A0D9EO.html,http://inews.gtimg.com/newsapp_ls/0/4585974524_196130/0,说起吴京大家肯定有有所耳闻。他的战狼2可以说家喻户晓，不仅在国内创下了票房记录，在外国也是饱受欢迎，成为历史票房榜中的一员，战狼2可以说是完全体现了我们国家的实力，我们国家在国际上的地位，也可以说是体现了吴京的精湛的演技，吴京据说当时抵押了自己的房子也要把战狼2拍出来，这可以说是对电影的痴迷，也是为...,吴京;我不是药神;速度与激情,车与舆,2018/7/29 9:58,吴京据说要加盟速度与激情9，令人期待！
none,汽车,http://new.qq.com/omn/20180729/20180729A0BDBP.html,http://inews.gtimg.com/newsapp_ls/0/4585617102_870492/0,盖世汽车讯据外媒报道，福特申请了一项专利，将一家无人机停靠在其自动驾驶车辆的车顶位置，若车载传感器发生故障，该无人机将作为车载传感器的替代品，为车辆探查周边环境。该文件由福特全球科技公司（Ford Global Technologies）提交，该公司负责福特公司专利及版权的管控及商业化运作，并罗列相关工艺。若车载传感器发...,无人机;福特;传感器;车载,盖世汽车资讯,2018/7/29 9:15,福特申请车顶无人机专利 可被用作备用传感器
none,汽车,http://new.qq.com/omn/20180729/20180729A0HAL3.html,http://inews.gtimg.com/newsapp_ls/0/4587088328_197130/0,首辆“沃尔沃XC40”到店实拍，浓浓的北欧风，外观内饰精致到极点！,沃尔沃xc40;沃尔沃;SUV;紧凑型suv,魏小花,2018/7/29 11:10,首辆“沃尔沃XC40”到店实拍，浓浓的北欧风
none,汽车,http://new.qq.com/cmsn/20180729/20180729000123.html,http://inews.gtimg.com/newsapp_ls/0/4584839247_197130/0,Jeep指挥官上市啦，走过路过别错过；领克03紧跟着领克02的步伐问世啦，未来可期啊；奥迪Q3也来凑热闹发布，外形老好看了；长安、一汽发声明手撕“绯闻”，他俩和东风真的没在一起；乌克兰研发了一款超级炫酷的AR红绿灯，妈妈再也不担心我乱闯马路啦~这几天车圈的头条毫无疑问属于Jeep指挥官。全新Jeep指挥官于本月23日正式,蔚来es8;领克03;jeep指挥官;众泰;长安汽车;领克02;蔚来;领克,腾讯汽车,2018/7/29 0:20,车圈：买蔚来ES8的第一件事是什么？问问众泰就知道了
none,汽车,http://new.qq.com/omn/20180728/20180728A0XXTF00,http://inews.gtimg.com/newsapp_ls/0/4577005819_240180/0,高速交警：8月起这4种超速行为不再算违章，一分不扣，一毛钱不罚,违章;超速;限速;山东,啥车,2018/7/29 10:04,高速交警：8月起这4种超速行为不再算违章，一分不扣，一毛钱不罚
none,汽车,http://new.qq.com/omn/20180726/20180726A0YNJ5.html,http://inews.gtimg.com/newsapp_ls/0/4585134175_870492/0,同样是开豪车发生事故，王思聪做法值得学习，他却因5个字前途尽毁！,王思聪;豪车,玩车一号,2018/7/29 8:05,同样是开豪车发生事故，王思聪做法值得学习，他却前途尽毁！
none,汽车,http://new.qq.com/omn/20180729/20180729A00AKT.html,http://inews.gtimg.com/newsapp_ls/0/4585167043_197130/0,王丽坤是娱乐圈公认的素颜女神，她毕业于北京舞蹈学院，他的个人首部出演的电视剧就是《七剑下天山》当时的王丽坤仅仅只有19岁，而这时的她就已经出道了。她从出道至今已经有10好几年的时间了，但是却一直没怎么听到过关于她的绯闻。她参演的很多的电视作品都是十分的受到欢迎，《漂洋过海来看你》这部电视剧也是火爆了很久...,王丽坤;绯闻;19岁;半边天,煜乐撩八卦,2018/7/29 0:05,19岁出道至今零绯闻，如今红透半边天，座驾却如此低调
none,汽车,http://new.qq.com/omn/20180729/20180729A0DI0V.html,http://inews.gtimg.com/newsapp_ls/0/4586060002_197130/0,要说中国最火的SUV，大家肯定会说是哈弗H6。如果说谁是中国市场最火的合资SUV呢？相信大家得琢磨一下。琢磨一下不是因为不知道，而是因为答案很多。而途观绝对能算得上一个。途观虽然不是第一个进入中国市场的合资SUV，但进入的时间也不晚，销量表现和市场口碑一直居高不下，一度被称为“神车”。但就是这样...,途观l;SUV;大众;上汽大众;途观;哈弗H6;哈弗,汽场新媒体,2018/7/29 10:04,1.4T途观L神价格 明涨3千暗降3万？大众今年要大干一场了
none,汽车,http://new.qq.com/omn/20180729/20180729A0ACK7.html,http://inews.gtimg.com/newsapp_ls/0/4585634008_197130/0,当下的汽车市场上，消费者的消费能力可以说有了很大的改善，10万级别以下车型已经很难满足消费者的胃口了，而更高端的车型在成了消费者向往的对象。而今天咱要介绍的这个品牌，曾经也是消费者梦寐以求的品牌了，它在国内市场上的威慑力可以说没有那个品牌可以抗衡，它就是德系家族的——奔驰，一个国内消费者最为青睐的汽车...,途观;豪华suv;奔驰;华晨宝马X1;奔驰GLA;华晨宝马,爱车蚂蚁族,2018/7/29 8:53,不给途观活路！这才是最厚道豪华SUV，从27万到20万
none,汽车,http://new.qq.com/omn/20180729/20180729A0HWSL.html,http://inews.gtimg.com/newsapp_ls/0/4587076471_197130/0,近年来，随着消费者对纯电动车的接受度越来越高，各大厂家都在不遗余力地发展这方面技术，号称续航400km甚至450km的车型比比皆是，但能够达到500km的却是凤毛麟角，而腾势500就是其中的一个佼佼者。那么腾势500真实的续航能力怎样呢？带着这样的疑问，汽车头条App参与到了腾势·真500光电行动中。本次活动为期共两天，第一...,腾势500;纯电动车;电动车;续航;腾势400;腾势,汽车头条,2018/7/29 11:21,谁说开电动车不能跑长途？腾势500挑战700km续航
none,汽车,http://new.qq.com/omn/20180729/20180729A0NGPS.html,http://inews.gtimg.com/newsapp_ls/0/4589074575_197130/0,自拥有“狂暴模式”的Model S问世以来，特斯拉一直在向我们展示高性能电动车的无限可能。他们最新的作品是装备了双电机的Model 3高性能版，驾驶着这辆快速敏捷的Model 3在硅谷附近穿梭，会是一种怎样的体验呢？在低速时，驾驶员很难感受到高性能版与基础版本的区别。但当加速踏板被踩到底，车厢内的宁静与强烈的推背感形...,特斯拉model 3;特斯拉;Model3;电机,汽车点评AC,2018/7/29 13:03,4秒俱乐部新成员！试驾特斯拉Model 3高性能版
none,汽车,http://new.qq.com/omn/20180729/20180729A0OCZ0.html,http://inews.gtimg.com/newsapp_ls/0/4589061143_197130/0,转眼又是一周过去了，汽车圈里又发生了很多大事。在对本周趣事进行盘点前，首先对菲亚特-克莱斯勒汽车公司（以下简称FCA）前CEO塞尔吉奥·马尔乔内的离世表示哀悼。7月25日，FCA前CEO马尔乔内因病去世，享年66岁，此时距离他卸任FCA的CEO职位，仅仅四天。作为汽车界的传奇人物，马尔乔内最大的功绩就是将克莱斯勒从...,特斯拉;董明珠;蔚来;哪吒;阿基米德;合众新能源,汽场新媒体,2018/7/29 13:23,E周车评: 董明珠虚惊一场；蔚来抢盘特斯拉；哪吒八月要闹海
